Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,age
5105045,M,NO,YES,0,130500,Pensioner,Secondary / secondary special,Widow,House / apartment,-19764,365243,1,0,0,0,Managers,1,1,54
5105056,F,YES,NO,0,130500,Commercial associate,Higher education,Single / not married,Municipal apartment,-19406,-606,1,0,1,1,Sales staff,1,1,53
5106077,F,NO,YES,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-23271,-6944,1,0,0,0,Security staff,2,1,64
5113621,M,NO,NO,0,202500,Working,Secondary / secondary special,Widow,Municipal apartment,-23324,-346,1,0,0,0,Managers,1,1,64
5113933,M,NO,NO,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-11331,365243,1,0,1,0,Security staff,1,1,31
5113944,F,YES,NO,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-11331,365243,1,0,1,0,Security staff,2,1,31
5114249,F,NO,NO,1,202500,Working,Incomplete higher,Married,Rented apartment,-14523,-1808,1,1,1,0,Core staff,3,1,40
5114253,F,NO,NO,1,126000,Working,Incomplete higher,Married,Rented apartment,-14523,-1808,1,1,1,0,Core staff,3,1,40
5115604,F,NO,YES,0,126000,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Core staff,2,1,40
5115606,F,NO,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Managers,2,1,40
5115608,M,NO,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Medicine staff,2,1,40
5115610,M,NO,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14522,-3420,1,0,0,0,Medicine staff,2,1,40
5115611,F,NO,YES,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-14522,-3420,1,0,0,0,Cleaning staff,2,1,40
5116035,F,YES,YES,0,211500,Working,Higher education,Single / not married,House / apartment,-17468,-863,1,1,0,0,Laborers,1,1,48
5116036,F,YES,YES,0,157500,Working,Higher education,Single / not married,House / apartment,-22655,-863,1,1,0,0,Sales staff,1,1,62
5116258,F,NO,YES,4,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22655,-7413,1,0,0,0,Core staff,6,1,62
5116301,F,NO,YES,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,Private service staff,2,1,62
5116302,M,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,Sales staff,2,1,62
5116304,F,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-15047,365243,1,0,0,0,Laborers,2,1,41
5116305,F,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-13022,365243,1,0,0,0,Core staff,2,1,36
5116906,F,YES,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22279,-7553,1,0,0,0,Cooking staff,2,1,61
5117313,F,NO,YES,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-23902,-3931,1,1,1,0,Managers,3,1,65
5117413,F,NO,NO,0,72000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21363,365243,1,0,1,0,Core staff,1,1,59
5118046,F,NO,NO,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21363,365243,1,0,1,0,Sales staff,1,1,59
5118275,F,NO,NO,0,148500,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363,365243,1,0,0,0,Core staff,2,1,59
5118278,M,NO,NO,0,135000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363,365243,1,0,0,0,Laborers,2,1,59
5118279,F,NO,NO,0,135000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363,365243,1,0,0,0,Core staff,2,1,59
5118280,F,NO,NO,0,270000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-18132,365243,1,0,0,0,Security staff,2,1,50
5118283,F,NO,NO,0,135000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-13939,365243,1,0,0,0,Laborers,2,1,38
5118541,F,NO,YES,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20846,-1039,1,0,1,0,Medicine staff,2,1,57
5125289,F,NO,NO,1,162000,Working,Secondary / secondary special,Separated,House / apartment,-16413,-134,1,0,0,0,Laborers,2,1,45
5125299,M,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-16413,365243,1,0,0,0,Managers,2,1,45
5125708,M,YES,YES,0,112500,Working,Lower secondary,Married,House / apartment,-18020,-622,1,0,1,0,High skill tech staff,2,1,49
5125716,F,YES,YES,0,112500,Working,Lower secondary,Married,House / apartment,-13030,-622,1,0,1,0,Private service staff,2,1,36
5125761,M,NO,YES,0,135000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-1595,1,0,0,0,Managers,1,1,27
5125763,M,YES,NO,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21244,-1626,1,0,1,0,Cleaning staff,3,1,58
5125934,M,NO,YES,2,195750,Commercial associate,Lower secondary,Civil marriage,With parents,-20103,-1868,1,1,0,0,Core staff,4,1,55
5126278,F,NO,NO,0,585000,Pensioner,Secondary / secondary special,Married,House / apartment,-20103,365243,1,0,0,0,Core staff,2,1,55
5135344,F,NO,YES,0,585000,Commercial associate,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Drivers,2,1,55
5135345,M,NO,YES,0,450000,Commercial associate,Higher education,Married,House / apartment,-10660,-555,1,0,0,0,Drivers,2,1,29
5135346,F,NO,YES,0,450000,Commercial associate,Higher education,Married,House / apartment,-10660,-555,1,0,0,0,Medicine staff,2,1,29
5135485,F,NO,YES,0,112500,State servant,Higher education,Single / not married,Municipal apartment,-18836,-1935,1,0,0,0,Sales staff,1,1,52
5135487,M,NO,YES,0,112500,State servant,Higher education,Single / not married,Municipal apartment,-10430,-1935,1,0,0,0,HR staff,1,1,29
5135636,M,YES,YES,0,67500,Working,Secondary / secondary special,Married,House / apartment,-10430,-931,1,1,1,0,Core staff,2,1,29
5135990,M,NO,YES,1,67500,Commercial associate,Higher education,Single / not married,House / apartment,-17841,-900,1,0,0,0,Accountants,2,1,49
5135991,M,NO,YES,1,67500,Commercial associate,Higher education,Single / not married,House / apartment,-17841,-900,1,0,0,0,Core staff,2,1,49
5142183,M,YES,YES,2,216000,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Laborers,4,1,49
5142184,F,YES,YES,2,306000,Commercial associate,Higher education,Married,House / apartment,-16204,-4305,1,1,1,0,Laborers,4,1,44
5142185,F,YES,YES,2,90000,Commercial associate,Higher education,Married,House / apartment,-16204,-4305,1,1,1,0,Managers,4,1,44
5142361,F,YES,YES,1,225000,Working,Secondary / secondary special,Married,House / apartment,-18952,-925,1,1,1,0,Sales staff,3,1,52
5142362,M,YES,YES,1,108000,Working,Secondary / secondary special,Married,House / apartment,-18952,-925,1,1,1,0,Drivers,3,1,52
5142456,F,NO,NO,0,135000,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Laborers,1,1,52
5142458,F,NO,YES,0,135000,Commercial associate,Higher education,Separated,House / apartment,-12946,-499,1,0,1,0,Sales staff,1,1,35
5142459,M,NO,YES,0,108000,Commercial associate,Higher education,Separated,House / apartment,-21590,-499,1,0,1,0,Cleaning staff,1,1,59
5143342,F,NO,NO,1,108000,Working,Secondary / secondary special,Married,Municipal apartment,-22011,-2418,1,0,0,1,Laborers,3,1,60
5145690,F,NO,YES,0,450000,Pensioner,Higher education,Married,House / apartment,-10177,365243,1,0,0,0,Laborers,2,1,28
5145817,F,NO,YES,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-12723,365243,1,0,0,0,Laborers,2,1,35
5146005,M,YES,YES,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,-20296,-189,1,0,0,1,Accountants,1,1,56
5146079,M,NO,YES,1,315000,Working,Secondary / secondary special,Married,House / apartment,-14394,-1132,1,1,1,0,Medicine staff,3,1,39
5146167,M,NO,YES,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17209,-1770,1,0,0,0,Secretaries,2,1,47
5146444,M,NO,YES,0,157500,Working,Secondary / secondary special,Widow,House / apartment,-17209,-919,1,0,1,0,Core staff,1,1,47
5148932,M,YES,NO,0,81000,Working,Secondary / secondary special,Married,Office apartment,-9847,-1081,1,0,0,0,Managers,2,1,27
5148934,F,YES,NO,0,225000,Working,Secondary / secondary special,Married,Office apartment,-9847,-1081,1,0,0,0,Laborers,2,1,27
5149188,F,YES,NO,1,180000,Working,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,3,1,27
5149190,F,YES,NO,1,135000,Working,Higher education,Married,House / apartment,-17348,-502,1,0,1,1,Sales staff,3,1,48
5149192,M,YES,NO,1,135000,Working,Higher education,Married,House / apartment,-12387,-502,1,0,1,1,Secretaries,3,1,34
5149828,F,YES,YES,0,63000,Working,Secondary / secondary special,Married,House / apartment,-12387,-2420,1,0,0,0,Accountants,2,1,34
5149834,F,NO,YES,0,135000,Commercial associate,Higher education,Married,House / apartment,-15749,-1325,1,0,1,1,Sales staff,2,1,43
5149838,F,NO,YES,0,112500,Pensioner,Higher education,Married,House / apartment,-17762,-1325,1,0,1,1,Laborers,2,1,49
5118538,F,NO,YES,1,112500,Working,Secondary / secondary special,Married,Municipal apartment,-12946,-6367,1,1,1,0,Core staff,3,0,35
5069057,F,YES,NO,0,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20542,-2484,1,0,0,0,Medicine staff,2,0,56
5066689,F,NO,YES,0,202500,Commercial associate,Higher education,Civil marriage,House / apartment,-16415,-341,1,0,1,1,Managers,2,0,45
5086062,F,NO,YES,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-14550,-9422,1,0,1,0,Managers,2,0,40
5113717,F,NO,NO,1,450000,Working,Secondary / secondary special,Married,House / apartment,-17365,-3054,1,0,0,1,Laborers,3,0,48
5066765,F,NO,YES,1,256500,Commercial associate,Secondary / secondary special,Married,House / apartment,-24238,-2987,1,0,0,0,Sales staff,3,0,66
5105227,F,NO,YES,0,90000,Working,Secondary / secondary special,Married,House / apartment,-11432,-2128,1,0,0,0,Core staff,2,0,31
5054648,M,NO,YES,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22072,365243,1,0,0,0,Medicine staff,1,0,60
5067187,M,NO,YES,0,90000,Working,Higher education,Married,House / apartment,-14222,-820,1,1,0,0,Laborers,2,0,39
5105818,F,NO,YES,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,365243,1,0,1,0,Sales staff,2,0,57
5033574,F,YES,YES,1,126000,Working,Secondary / secondary special,Married,House / apartment,-10581,-141,1,1,1,0,Sales staff,3,0,29
5125478,F,NO,YES,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-15045,365243,1,0,0,0,Medicine staff,2,0,41
5046340,F,NO,YES,1,337500,Working,Lower secondary,Married,House / apartment,-21503,-1692,1,1,0,0,Sales staff,3,0,59
5054058,M,YES,NO,1,90000,Working,Higher education,Married,House / apartment,-14746,-4686,1,0,1,0,Drivers,3,0,40
5022326,F,YES,YES,0,131400,Commercial associate,Higher education,Married,House / apartment,-14756,-1674,1,0,0,1,Sales staff,2,0,40
5065764,F,NO,YES,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10731,-693,1,0,0,0,Low-skill Laborers,1,0,29
5067849,M,NO,YES,0,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21579,-567,1,0,0,0,Sales staff,1,0,59
5097169,M,NO,NO,0,121500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16491,-885,1,0,0,0,Core staff,1,0,45
5048583,M,NO,YES,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-21875,365243,1,0,0,0,Drivers,2,0,60
5115566,F,NO,YES,0,90000,Pensioner,Secondary / secondary special,Married,Rented apartment,-12555,365243,1,0,0,0,Laborers,2,0,34
5052722,F,NO,NO,0,445500,Pensioner,Secondary / secondary special,Married,House / apartment,-12154,365243,1,0,0,0,Realty agents,2,0,33
5067723,F,NO,YES,1,157500,Working,Academic degree,Single / not married,House / apartment,-23646,-2769,1,0,0,0,Sales staff,2,0,65
5056077,F,YES,YES,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14542,-1547,1,0,0,0,Managers,2,0,40
5022275,M,YES,YES,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-24511,365243,1,0,0,0,Sales staff,2,0,67
5143016,M,NO,NO,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-13315,-3179,1,0,0,0,Laborers,2,0,36
5066709,M,NO,YES,0,117000,Pensioner,Secondary / secondary special,Widow,House / apartment,-17633,365243,1,0,0,0,Laborers,1,0,48
5021445,F,NO,YES,0,234000,Working,Secondary / secondary special,Married,With parents,-9899,-5204,1,1,1,0,Laborers,2,0,27
5053592,F,NO,YES,1,1575000,Working,Lower secondary,Widow,House / apartment,-19298,-3072,1,0,1,0,Core staff,2,0,53
5116163,F,NO,YES,2,247500,Working,Secondary / secondary special,Married,House / apartment,-10066,-320,1,0,0,0,Laborers,4,0,28
